player_slug,player_name,link_sorare,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,trend_recente,media_transazioni_recente_eur,media_transazioni_storica_eur,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
gi-hyuk-lee,Lee Gi-Hyeok,https://sorare.com/it/football/players/gi-hyuk-lee,k-league-1,in season,0.5633,Gangwon FC,Bucheon FC 1995 (casa),78.3,79.0,68.0,62.0,11.7,11.01,28/30,-6.29,up,12.16,10.6,2026-08-01T10:30:00Z,67.1,in_season
joo-yong-lee,Lee Ju-Yong,https://sorare.com/it/football/players/joo-yong-lee,k-league-1,in season,0.5608,Incheon United FC,Jeju SK FC (trasferta),50.62,57.0,57.0,56.0,2.67,3.18,13/15,16.03,down,2.48,3.5,2026-08-02T10:30:00Z,91.1,in_season
chang-geun-lee,Lee Chang-Geun,https://sorare.com/it/football/players/chang-geun-lee,k-league-1,in season,0.5585,Daejeon Citizen FC,Gwangju FC (casa),27.1,49.0,49.0,49.0,3.66,4.56,13/15,19.66,flat,4.77,4.45,2026-08-02T10:30:00Z,91.1,in_season
dae-won-kim,Kim Dae-Won,https://sorare.com/it/football/players/dae-won-kim,k-league-1,classic,0.5578,Gangwon FC,Bucheon FC 1995 (casa),87.7,67.0,65.0,55.0,4.49,4.13,29/31,-8.74,up,4.99,3.85,2026-08-01T10:30:00Z,67.1,classic
dong-kyung-lee,Lee Dong-Gyeong,https://sorare.com/it/football/players/dong-kyung-lee,k-league-1,in season,0.5533,Ulsan Hyundai Horang-i,FC Anyang (casa),79.2,63.0,65.0,63.0,11.5,10.75,26/28,-6.93,up,12.21,9.59,2026-08-02T10:30:00Z,91.1,in_season
yago-cariello-ribeiro,YAGO,https://sorare.com/it/football/players/yago-cariello-ribeiro,k-league-1,in season,0.5491,Ulsan Hyundai Horang-i,FC Anyang (casa),63.1,58.0,49.0,55.0,2.5,2.5,19/21,-0.06,flat,2.62,2.45,2026-08-02T10:30:00Z,91.1,in_season
anderson-de-oliveira-da-silva,Anderson Oliveira,https://sorare.com/it/football/players/anderson-de-oliveira-da-silva,k-league-1,in season,0.5431,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),43.5,54.0,53.0,48.0,3.49,4.08,21/23,14.51,down,3.27,4.17,2026-08-01T10:30:00Z,67.1,in_season
kim-gun-hee,Kim Geon-Hui,https://sorare.com/it/football/players/kim-gun-hee,k-league-1,in season,0.5401,Incheon United FC,Jeju SK FC (trasferta),62.36,71.0,65.0,60.0,8.49,8.02,20/22,-5.83,flat,8.61,7.9,2026-08-02T10:30:00Z,91.1,in_season
matheus-oliveira-santos,Matheus Oliveira,https://sorare.com/it/football/players/matheus-oliveira-santos,k-league-1,classic,0.54,FC Anyang,Ulsan Hyundai Horang-i (trasferta),41.7,72.0,64.0,60.0,5.5,5.67,18/20,2.93,flat,5.6,5.71,2026-08-02T10:30:00Z,91.1,classic
bong-soo-kim,Kim Bong-Soo,https://sorare.com/it/football/players/bong-soo-kim,k-league-1,in season,0.5385,Daejeon Citizen FC,Gwangju FC (casa),53.5,56.0,53.0,54.0,3.97,4.0,13/15,0.84,up,4.43,3.89,2026-08-02T10:30:00Z,91.1,in_season
dong-jun-kim,Kim Dong-Jun,https://sorare.com/it/football/players/dong-jun-kim,k-league-1,in season,0.5361,Jeju SK FC,Incheon United FC (casa),55.0,51.0,48.0,52.0,3.0,3.03,16/18,0.95,flat,3.01,3.02,2026-08-02T10:30:00Z,91.1,in_season
jin-gyu-kim,KIM JIN-GYU,https://sorare.com/it/football/players/jin-gyu-kim,k-league-1,in season,0.5352,Jeonbuk Hyundai Motors FC,FC Seoul (casa),39.4,54.0,55.0,55.0,5.1,5.81,18/20,12.32,down,5.12,5.98,2026-08-01T10:30:00Z,67.1,in_season
sung-yun-gu,GU SUNG YUN,https://sorare.com/it/football/players/sung-yun-gu,k-league-1,in season,0.526,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),25.4,51.0,51.0,49.0,5.82,7.4,15/17,21.34,down,5.7,8.72,2026-08-01T10:30:00Z,67.1,in_season
chang-min-lee,Lee Chang-Min,https://sorare.com/it/football/players/chang-min-lee,k-league-1,in season,0.5204,Jeju SK FC,Incheon United FC (casa),38.7,61.0,57.0,53.0,2.8,2.83,15/17,1.18,flat,2.85,2.87,2026-08-02T10:30:00Z,91.1,in_season
sung-yun-gu,GU SUNG YUN,https://sorare.com/it/football/players/sung-yun-gu,k-league-1,classic,0.5146,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),25.4,51.0,51.0,49.0,3.16,3.71,19/21,14.78,down,3.15,3.74,2026-08-01T10:30:00Z,67.1,classic
morgan-ferrier,Morgan Ferrier,https://sorare.com/it/football/players/morgan-ferrier,k-league-1,in season,0.5085,Incheon United FC,Jeju SK FC (trasferta),75.9,53.0,52.0,52.0,3.5,3.1,13/15,-12.74,up,3.58,2.87,2026-08-02T10:30:00Z,91.1,in_season
marko-tuci,TUCI,https://sorare.com/it/football/players/marko-tuci,k-league-1,in season,0.5061,Gangwon FC,Bucheon FC 1995 (casa),0.0,54.0,61.0,55.0,2.19,3.06,15/17,28.48,down,2.07,3.29,2026-08-01T10:30:00Z,72.9,in_season
ho-jin-kim,Kim Ho-Jin,https://sorare.com/it/football/players/ho-jin-kim,k-league-1,in season,0.5014,Pohang Steelers FC,Gimcheon Sangmu (casa),44.22,47.0,57.0,57.0,1.74,1.59,14/16,-9.68,down,1.18,1.62,2026-08-01T10:30:00Z,72.9,in_season
juan-fernandez-blanco,Juan Ibiza,https://sorare.com/it/football/players/juan-fernandez-blanco,k-league-1,in season,0.4844,Incheon United FC,Jeju SK FC (trasferta),32.66,53.0,59.0,53.0,4.49,4.26,16/18,-5.55,flat,4.04,4.27,2026-08-02T10:30:00Z,91.1,in_season
cheong-hyo-park,Park Cheong-Hyo,https://sorare.com/it/football/players/cheong-hyo-park,k-league-1,in season,0.4625,Gangwon FC,Bucheon FC 1995 (casa),28.4,49.0,58.0,51.0,9.5,8.82,27/29,-7.66,up,9.53,8.5,2026-08-01T10:30:00Z,67.1,in_season
seung-seop-kim,Kim Seung-Sub,https://sorare.com/it/football/players/seung-seop-kim,k-league-1,in season,0.4466,Jeonbuk Hyundai Motors FC,FC Seoul (casa),36.5,38.0,42.0,47.0,1.0,0.88,19/21,-14.05,flat,0.85,0.88,2026-08-01T10:30:00Z,72.9,in_season
seung-mo-lee,Lee Seung-Mo,https://sorare.com/it/football/players/seung-mo-lee,k-league-1,in season,0.4415,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),28.1,38.0,45.0,46.0,1.03,0.94,16/18,-10.09,up,1.2,0.92,2026-08-01T10:30:00Z,72.9,in_season
darijan-bojanic,Darijan Bojanić,https://sorare.com/it/football/players/darijan-bojanic,k-league-1,in season,0.2712,Ulsan Hyundai Horang-i,FC Anyang (casa),41.8,45.0,50.0,52.0,2.5,3.26,16/18,23.2,down,2.82,3.43,2026-08-02T10:30:00Z,96.9,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,classic,0.2322,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,1.39,1.31,21/23,-6.38,up,1.47,1.23,2026-08-02T10:30:00Z,96.8,classic
julien-celestine,Julien Célestine,https://sorare.com/it/football/players/julien-celestine,k-league-1,in season,0.2128,Jeju SK FC,Incheon United FC (casa),0.0,65.0,55.0,58.0,2.04,2.5,16/18,18.4,down,2.02,2.57,2026-08-02T10:30:00Z,96.9,in_season
bum-keun-song,SONG BUMKEUN,https://sorare.com/it/football/players/bum-keun-song,k-league-1,in season,0.1486,Jeonbuk Hyundai Motors FC,FC Seoul (casa),76.6,63.0,66.0,59.0,8.82,7.37,31/33,-19.7,up,8.77,6.86,2026-08-01T10:30:00Z,67.1,in_season
gi-hyuk-lee,Lee Gi-Hyeok,https://sorare.com/it/football/players/gi-hyuk-lee,k-league-1,classic,0.1468,Gangwon FC,Bucheon FC 1995 (casa),78.3,79.0,68.0,62.0,4.83,3.89,18/20,-23.94,up,4.37,3.83,2026-08-01T10:30:00Z,67.1,classic
ho-jae-lee,Lee Ho-Jae,https://sorare.com/it/football/players/ho-jae-lee,k-league-1,in season,0.1425,Pohang Steelers FC,Gimcheon Sangmu (casa),48.2,46.0,47.0,53.0,3.89,3.09,28/30,-25.67,down,2.52,3.34,2026-08-01T10:30:00Z,67.1,in_season
dong-kyung-lee,Lee Dong-Gyeong,https://sorare.com/it/football/players/dong-kyung-lee,k-league-1,classic,0.1371,Ulsan Hyundai Horang-i,FC Anyang (casa),79.2,63.0,65.0,63.0,4.44,3.42,15/17,-29.82,up,3.72,3.35,2026-08-02T10:30:00Z,91.1,classic
jin-su-kim,Kim Jin-Su,https://sorare.com/it/football/players/jin-su-kim,k-league-1,in season,0.1346,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),53.84,52.0,55.0,57.0,2.83,2.27,14/16,-24.59,flat,2.32,2.18,2026-08-01T10:30:00Z,67.1,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,in season,0.1341,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,4.6,3.77,19/21,-21.88,up,4.17,3.65,2026-08-02T10:30:00Z,91.1,in_season
erick-samuel-correa-farias,Erick Farias,https://sorare.com/it/football/players/erick-samuel-correa-farias,k-league-1,in season,0.1309,Ulsan Hyundai Horang-i,FC Anyang (casa),74.3,59.0,42.0,44.0,4.01,2.37,22/24,-69.39,up,3.5,2.12,2026-08-02T10:30:00Z,91.1,in_season
