player_slug,player_name,link_sorare,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,trend_recente,media_transazioni_recente_eur,media_transazioni_storica_eur,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
freese-matthew,Matt Freese,https://sorare.com/it/football/players/freese-matthew,mlspa,in season,0.4851,New York City FC,Toronto FC (casa),39.4,41.0,46.0,47.0,12.0,11.42,31/33,-5.05,flat,11.89,11.22,2026-07-31T23:30:00Z,75.2,in_season
richie-laryea,Richie Laryea,https://sorare.com/it/football/players/richie-laryea,mlspa,in season,0.4717,Toronto FC,New York City FC (trasferta),41.42,51.0,50.0,48.0,3.0,2.69,21/23,-11.58,flat,2.56,2.73,2026-07-31T23:30:00Z,75.2,in_season
antoine-griezmann,Antoine Griezmann,https://sorare.com/it/football/players/antoine-griezmann,mlspa,in season,0.3486,Orlando City SC,New York Red Bulls (trasferta),58.4,67.0,61.0,51.0,9.4,17.14,68/70,45.16,down,15.46,17.23,2026-08-01T23:30:00Z,99.2,in_season
cole-bassett,Cole Bassett,https://sorare.com/it/football/players/cole-bassett,mlspa,in season,0.3483,Portland Timbers,Seattle Sounders FC (casa),30.4,48.0,55.0,55.0,5.94,11.18,15/17,46.87,,,11.18,2026-08-02T02:30:00Z,102.0,in_season
brais-mendez-portela,Brais Méndez,https://sorare.com/it/football/players/brais-mendez-portela,mlspa,in season,0.3473,Columbus Crew,Inter Miami CF (trasferta),0.0,59.0,46.0,48.0,2.05,3.51,23/25,41.52,up,4.37,3.26,2026-08-01T23:30:00Z,99.2,in_season
timo-werner,Timo Werner,https://sorare.com/it/football/players/timo-werner,mlspa,in season,0.3433,San Jose Earthquakes,FC Cincinnati (trasferta),55.1,43.0,60.0,56.0,5.0,10.29,36/38,51.4,down,6.76,10.91,2026-08-01T23:30:00Z,99.2,in_season
taha-habroune,Taha Habroune,https://sorare.com/it/football/players/taha-habroune,mlspa,in season,0.3365,Columbus Crew,Inter Miami CF (trasferta),49.7,49.0,56.0,51.0,1.32,2.73,14/16,51.7,down,1.33,3.0,2026-08-01T23:30:00Z,99.2,in_season
diego-luna-2003-09-07,Diego Luna,https://sorare.com/it/football/players/diego-luna-2003-09-07,mlspa,in season,0.3349,Real Salt Lake,St. Louis City SC (trasferta),47.2,45.0,58.0,52.0,4.38,9.44,17/19,53.61,down,4.0,10.24,2026-08-02T00:30:00Z,100.2,in_season
ahoueke-denkey,Kévin Denkey,https://sorare.com/it/football/players/ahoueke-denkey,mlspa,classic,0.3348,FC Cincinnati,San Jose Earthquakes (casa),83.2,67.0,60.0,57.0,2.55,2.73,45/47,6.45,up,2.97,2.65,2026-08-01T23:30:00Z,99.3,classic
marco-reus,Marco Reus,https://sorare.com/it/football/players/marco-reus,mlspa,in season,0.333,LA Galaxy,FC Dallas (casa),74.5,54.0,54.0,56.0,4.65,6.39,25/27,27.2,down,4.51,6.94,2026-08-02T02:30:00Z,102.0,in_season
robert-lewandowski,Robert Lewandowski,https://sorare.com/it/football/players/robert-lewandowski,mlspa,classic,0.3324,Chicago Fire FC,Charlotte FC (casa),34.8,42.0,46.0,49.0,4.85,6.69,27/29,27.53,up,7.4,6.64,2026-08-02T00:30:00Z,100.3,classic
daniel-munie,Daniel Munie,https://sorare.com/it/football/players/daniel-munie,mlspa,in season,0.3312,San Jose Earthquakes,FC Cincinnati (trasferta),41.08,40.0,45.0,52.0,1.17,2.95,20/22,60.4,down,1.3,3.62,2026-08-01T23:30:00Z,99.2,in_season
marky-delgado,Mark Delgado,https://sorare.com/it/football/players/marky-delgado,mlspa,in season,0.3309,Los Angeles FC,Vancouver Whitecaps FC (trasferta),47.4,54.0,48.0,55.0,4.49,6.53,17/19,31.2,,,6.53,2026-08-01T23:30:00Z,99.2,in_season
denis-bouanga,Denis Bouanga,https://sorare.com/it/football/players/denis-bouanga,mlspa,in season,0.3282,Los Angeles FC,Vancouver Whitecaps FC (trasferta),93.1,78.0,58.0,59.0,30.26,30.28,31/33,0.08,up,34.1,29.11,2026-08-01T23:30:00Z,99.2,in_season
thomas-muller,Thomas Müller,https://sorare.com/it/football/players/thomas-muller,mlspa,in season,0.328,Vancouver Whitecaps FC,Los Angeles FC (casa),48.6,52.0,60.0,61.0,5.28,9.61,15/17,45.08,down,5.4,11.03,2026-08-01T23:30:00Z,99.2,in_season
dylan-chambost,Dylan Chambost,https://sorare.com/it/football/players/dylan-chambost,mlspa,in season,0.326,Columbus Crew,Inter Miami CF (trasferta),72.4,47.0,53.0,49.0,1.1,1.62,15/17,32.15,down,1.07,1.78,2026-08-01T23:30:00Z,99.2,in_season
sean-zawadzki,Sean Zawadzki,https://sorare.com/it/football/players/sean-zawadzki,mlspa,in season,0.3246,Columbus Crew,Inter Miami CF (trasferta),55.6,49.0,54.0,52.0,1.13,1.89,13/15,40.08,down,1.29,2.13,2026-08-01T23:30:00Z,99.2,in_season
heung-min-son,Heung-min Son,https://sorare.com/it/football/players/heung-min-son,mlspa,classic,0.3235,Los Angeles FC,Vancouver Whitecaps FC (trasferta),70.8,61.0,57.0,60.0,8.5,10.84,20/22,21.55,down,9.15,11.18,2026-08-01T23:30:00Z,99.2,classic
evander-da-silva-ferreira,Evander,https://sorare.com/it/football/players/evander-da-silva-ferreira,mlspa,classic,0.3205,FC Cincinnati,San Jose Earthquakes (casa),73.4,81.0,82.0,66.0,23.0,24.7,38/40,6.89,down,21.64,25.67,2026-08-01T23:30:00Z,99.3,classic
ryan-gauld,Ryan Gauld,https://sorare.com/it/football/players/ryan-gauld,mlspa,classic,0.3201,Vancouver Whitecaps FC,Los Angeles FC (casa),50.1,60.0,45.0,45.0,1.46,1.84,32/34,20.71,flat,1.71,1.85,2026-08-01T23:30:00Z,99.2,classic
onni-valakari,Onni Valakari,https://sorare.com/it/football/players/onni-valakari,mlspa,in season,0.32,San Diego FC,Minnesota United (trasferta),66.4,61.0,57.0,53.0,2.9,3.82,19/21,24.13,down,3.07,3.98,2026-08-02T00:30:00Z,100.0,in_season
angus-gunn,Angus Gunn,https://sorare.com/it/football/players/angus-gunn,mlspa,in season,0.3199,San Jose Earthquakes,FC Cincinnati (trasferta),36.2,52.0,49.0,52.0,4.08,8.87,61/63,54.0,down,7.01,9.18,2026-08-01T23:30:00Z,99.2,in_season
lucas-adrian-hoyos,Lucas Hoyos,https://sorare.com/it/football/players/lucas-adrian-hoyos,mlspa,in season,0.3157,Atlanta United,Philadelphia Union (trasferta),26.2,41.0,41.0,39.0,2.04,3.05,23/25,33.08,flat,2.93,3.05,2026-08-01T23:30:00Z,99.2,in_season
rafael-cabral-barbosa,Rafael Cabral,https://sorare.com/it/football/players/rafael-cabral-barbosa,mlspa,in season,0.3106,Real Salt Lake,St. Louis City SC (trasferta),43.2,45.0,50.0,50.0,3.8,6.88,21/23,44.73,down,4.28,7.48,2026-08-02T00:30:00Z,100.2,in_season
anthony-markanich,Anthony Markanich,https://sorare.com/it/football/players/anthony-markanich,mlspa,in season,0.3102,Minnesota United,San Diego FC (casa),48.58,42.0,54.0,51.0,3.8,6.33,15/17,39.94,down,3.64,7.58,2026-08-02T00:30:00Z,100.2,in_season
morgan-guilavogui,Morgan Guilavogui,https://sorare.com/it/football/players/morgan-guilavogui,mlspa,in season,0.3095,Real Salt Lake,St. Louis City SC (trasferta),41.1,47.0,53.0,47.0,1.0,1.82,39/41,45.2,down,1.38,1.93,2026-08-02T00:30:00Z,100.2,in_season
lukas-ahlefeld-engel,Lukas Engel,https://sorare.com/it/football/players/lukas-ahlefeld-engel,mlspa,in season,0.3078,Real Salt Lake,St. Louis City SC (trasferta),38.74,60.0,56.0,52.0,2.64,4.51,30/32,41.44,down,4.09,4.59,2026-08-02T00:30:00Z,100.2,in_season
manu-duah,Manu Duah,https://sorare.com/it/football/players/manu-duah,mlspa,in season,0.3068,San Diego FC,Minnesota United (trasferta),90.7,72.0,64.0,58.0,9.68,9.25,21/23,-4.59,flat,8.79,9.65,2026-08-02T00:30:00Z,100.0,in_season
maxime-crepeau,Maxime Crépeau,https://sorare.com/it/football/players/maxime-crepeau,mlspa,classic,0.3058,Orlando City SC,New York Red Bulls (trasferta),67.1,54.0,53.0,46.0,2.24,2.47,32/34,9.43,flat,2.5,2.48,2026-08-01T23:30:00Z,99.2,classic
marcel-hartel,Marcel Hartel,https://sorare.com/it/football/players/marcel-hartel,mlspa,in season,0.305,St. Louis City SC,Real Salt Lake (casa),57.8,73.0,62.0,61.0,12.0,14.58,33/35,17.69,down,12.91,14.78,2026-08-02T00:30:00Z,100.2,in_season
nouhou-tolo,Nouhou Tolo,https://sorare.com/it/football/players/nouhou-tolo,mlspa,in season,0.3049,Seattle Sounders FC,Portland Timbers (trasferta),41.12,57.0,56.0,52.0,4.99,8.13,28/30,38.59,down,5.73,8.84,2026-08-02T02:30:00Z,102.2,in_season
carles-gil-de-pareja-vicent,Carles Gil,https://sorare.com/it/football/players/carles-gil-de-pareja-vicent,mlspa,in season,0.3048,New England Revolution,CF Montreal (trasferta),85.7,65.0,73.0,68.0,48.8,47.35,24/26,-3.07,flat,44.6,48.72,2026-08-01T23:30:00Z,99.3,in_season
milan-iloski,Milan Iloski,https://sorare.com/it/football/players/milan-iloski,mlspa,in season,0.3046,Philadelphia Union,Atlanta United (casa),73.1,77.0,63.0,58.0,15.3,15.57,39/41,1.7,flat,15.61,15.56,2026-08-01T23:30:00Z,99.2,in_season
yohei-takaoka,Yohei Takaoka,https://sorare.com/it/football/players/yohei-takaoka,mlspa,classic,0.3045,Vancouver Whitecaps FC,Los Angeles FC (casa),77.8,47.0,49.0,53.0,2.95,3.69,18/20,20.13,down,3.19,3.72,2026-08-01T23:30:00Z,99.2,classic
james-marcinkowski,JT Marcinkowski,https://sorare.com/it/football/players/james-marcinkowski,mlspa,in season,0.3043,LA Galaxy,FC Dallas (casa),47.2,56.0,49.0,47.0,4.03,4.89,20/22,17.54,flat,4.66,4.93,2026-08-02T02:30:00Z,102.0,in_season
daniel-de-sousa-brito,Daniel,https://sorare.com/it/football/players/daniel-de-sousa-brito,mlspa,in season,0.3042,FC Dallas,LA Galaxy (trasferta),47.2,41.0,39.0,45.0,3.04,5.17,21/23,41.25,down,2.9,6.11,2026-08-02T02:30:00Z,102.2,in_season
manuel-garcia-alonso,Manu García,https://sorare.com/it/football/players/manuel-garcia-alonso,mlspa,in season,0.3025,Sporting Kansas City ,Houston Dynamo FC (casa),35.5,63.0,53.0,51.0,2.85,4.83,19/21,40.96,down,2.76,4.94,2026-08-02T00:30:00Z,100.0,in_season
robert-lewandowski,Robert Lewandowski,https://sorare.com/it/football/players/robert-lewandowski,mlspa,in season,0.3019,Chicago Fire FC,Charlotte FC (casa),34.8,42.0,46.0,49.0,7.0,13.63,33/35,48.63,down,11.11,13.89,2026-08-02T00:30:00Z,100.3,in_season
maximilian-arfsten,Max Arfsten,https://sorare.com/it/football/players/maximilian-arfsten,mlspa,in season,0.3018,Columbus Crew,Inter Miami CF (trasferta),77.8,44.0,52.0,59.0,3.69,4.12,25/27,10.39,flat,3.81,4.16,2026-08-01T23:30:00Z,99.2,in_season
milan-iloski,Milan Iloski,https://sorare.com/it/football/players/milan-iloski,mlspa,classic,0.3015,Philadelphia Union,Atlanta United (casa),73.1,77.0,63.0,58.0,3.85,3.88,34/36,0.82,flat,3.79,3.95,2026-08-01T23:30:00Z,99.2,classic
