player_slug,player_name,link_sorare,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,trend_recente,media_transazioni_recente_eur,media_transazioni_storica_eur,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
matheus-oliveira-santos,Matheus Oliveira,https://sorare.com/it/football/players/matheus-oliveira-santos,k-league-1,in season,0.2845,FC Anyang,Ulsan Hyundai Horang-i (trasferta),41.7,72.0,64.0,60.0,11.24,14.03,25/27,19.88,down,11.11,14.46,2026-08-02T10:30:00Z,97.9,in_season
joo-yong-lee,Lee Ju-Yong,https://sorare.com/it/football/players/joo-yong-lee,k-league-1,in season,0.2785,Incheon United FC,Jeju SK FC (trasferta),50.62,57.0,57.0,56.0,2.69,3.15,15/17,14.74,down,2.48,3.45,2026-08-02T10:30:00Z,97.9,in_season
darijan-bojanic,Darijan Bojanić,https://sorare.com/it/football/players/darijan-bojanic,k-league-1,in season,0.2712,Ulsan Hyundai Horang-i,FC Anyang (casa),41.8,45.0,50.0,52.0,2.5,3.26,16/18,23.2,down,2.82,3.43,2026-08-02T10:30:00Z,97.9,in_season
matheus-oliveira-santos,Matheus Oliveira,https://sorare.com/it/football/players/matheus-oliveira-santos,k-league-1,classic,0.2663,FC Anyang,Ulsan Hyundai Horang-i (trasferta),41.7,72.0,64.0,60.0,5.5,5.77,18/20,4.73,flat,5.77,5.77,2026-08-02T10:30:00Z,97.9,classic
chang-geun-lee,Lee Chang-Geun,https://sorare.com/it/football/players/chang-geun-lee,k-league-1,in season,0.2456,Daejeon Citizen FC,Gwangju FC (casa),27.1,49.0,49.0,49.0,4.19,4.67,15/17,10.26,flat,4.77,4.63,2026-08-02T10:30:00Z,97.9,in_season
chang-min-lee,Lee Chang-Min,https://sorare.com/it/football/players/chang-min-lee,k-league-1,in season,0.2417,Jeju SK FC,Incheon United FC (casa),38.7,61.0,57.0,53.0,2.78,2.87,13/15,3.14,down,2.46,2.91,2026-08-02T10:30:00Z,97.9,in_season
kim-gun-hee,Kim Geon-Hui,https://sorare.com/it/football/players/kim-gun-hee,k-league-1,in season,0.2358,Incheon United FC,Jeju SK FC (trasferta),62.36,71.0,65.0,60.0,9.0,7.98,21/23,-12.77,flat,8.53,7.82,2026-08-02T10:30:00Z,97.9,in_season
dong-jun-kim,Kim Dong-Jun,https://sorare.com/it/football/players/dong-jun-kim,k-league-1,in season,0.2334,Jeju SK FC,Incheon United FC (casa),55.0,51.0,48.0,52.0,3.2,3.03,16/18,-5.55,flat,3.08,3.02,2026-08-02T10:30:00Z,97.9,in_season
yago-cariello-ribeiro,YAGO,https://sorare.com/it/football/players/yago-cariello-ribeiro,k-league-1,in season,0.2269,Ulsan Hyundai Horang-i,FC Anyang (casa),63.1,58.0,49.0,55.0,2.8,2.5,18/20,-12.12,flat,2.58,2.45,2026-08-02T10:30:00Z,97.9,in_season
julien-celestine,Julien Célestine,https://sorare.com/it/football/players/julien-celestine,k-league-1,in season,0.2128,Jeju SK FC,Incheon United FC (casa),0.0,65.0,55.0,58.0,2.04,2.5,16/18,18.4,down,2.02,2.57,2026-08-02T10:30:00Z,97.9,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,classic,0.1968,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,1.5,1.31,21/23,-14.8,up,1.47,1.23,2026-08-02T10:30:00Z,97.9,classic
juan-fernandez-blanco,Juan Ibiza,https://sorare.com/it/football/players/juan-fernandez-blanco,k-league-1,in season,0.1882,Incheon United FC,Jeju SK FC (trasferta),32.66,53.0,59.0,53.0,4.69,4.26,16/18,-10.17,flat,4.34,4.25,2026-08-02T10:30:00Z,97.9,in_season
bum-keun-song,SONG BUMKEUN,https://sorare.com/it/football/players/bum-keun-song,k-league-1,in season,0.148,Jeonbuk Hyundai Motors FC,FC Seoul (casa),76.6,63.0,66.0,59.0,8.75,7.28,30/32,-20.18,up,8.63,6.84,2026-08-01T10:30:00Z,73.9,in_season
gi-hyuk-lee,Lee Gi-Hyeok,https://sorare.com/it/football/players/gi-hyuk-lee,k-league-1,classic,0.1434,Gangwon FC,Bucheon FC 1995 (casa),78.3,79.0,68.0,62.0,4.86,3.84,20/22,-26.59,up,4.37,3.77,2026-08-01T10:30:00Z,73.9,classic
jin-su-kim,Kim Jin-Su,https://sorare.com/it/football/players/jin-su-kim,k-league-1,in season,0.1289,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),53.84,52.0,55.0,57.0,3.16,2.33,14/16,-35.58,flat,2.23,2.35,2026-08-01T10:30:00Z,73.9,in_season
morgan-ferrier,Morgan Ferrier,https://sorare.com/it/football/players/morgan-ferrier,k-league-1,in season,0.0611,Incheon United FC,Jeju SK FC (trasferta),75.9,53.0,52.0,52.0,3.61,3.04,14/16,-18.64,up,3.53,2.89,2026-08-02T10:30:00Z,97.9,in_season
dong-kyung-lee,Lee Dong-Gyeong,https://sorare.com/it/football/players/dong-kyung-lee,k-league-1,classic,0.0529,Ulsan Hyundai Horang-i,FC Anyang (casa),79.2,63.0,65.0,63.0,4.5,3.43,14/16,-31.39,up,3.79,3.26,2026-08-02T10:30:00Z,97.9,classic
erick-samuel-correa-farias,Erick Farias,https://sorare.com/it/football/players/erick-samuel-correa-farias,k-league-1,in season,0.0469,Ulsan Hyundai Horang-i,FC Anyang (casa),74.3,59.0,42.0,44.0,3.7,2.24,20/22,-65.01,up,3.65,2.01,2026-08-02T10:30:00Z,97.9,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,in season,0.0399,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,4.73,3.62,21/23,-30.64,up,4.13,3.54,2026-08-02T10:30:00Z,97.9,in_season
